nct_id,results_due,has_results,pending_results,any_results,overdue,reported_late,available_completion_date,due_date,first_results_submission,sponsor,sponsor_type,sponsor_class,industry_collab,us_gov_collab,phase_cat,phase,terminated,start_year,full_completion,contains_drug,contains_biological,contains_device,contains_diagnostic,contains_radiation,contains_combi_product,contains_genetic,contains_us_loc,act_flag,included_pact_flag,sponsored_trials
NCT03215667,0,0,0,0,0,0,2019-07-31,2020-07-31,,Sunstar Americas,Industry,1,0,0,5.0,,0,2017.0,0,0,0,1,0,0,0,0,0,1,0,7
NCT03216226,0,0,0,0,0,0,2018-02-14,2019-02-14,,Zealand Pharma,Industry,1,1,0,3.0,Phase 3,0,2017.0,1,1,0,0,0,0,0,0,1,1,0,21
NCT03218137,0,0,0,0,0,0,2020-12-31,2021-12-31,,Weill Medical College of Cornell University,Other,0,0,0,4.0,Phase 4,0,2017.0,0,1,0,0,0,0,0,0,0,1,0,586
NCT03218566,0,0,0,0,0,0,2019-09-30,2020-09-30,,Penumbra Inc.,Industry,1,0,0,5.0,,0,2017.0,0,0,0,1,0,0,0,0,0,1,0,20
NCT03219866,0,0,0,0,0,0,2019-09-30,2020-09-30,,Wake Forest University Health Sciences,Other,0,0,0,4.0,Phase 4,0,2017.0,0,1,0,1,0,0,0,0,0,1,0,616
NCT03220035,0,0,0,0,0,0,2023-12-31,2024-12-31,,National Cancer Institute (NCI),NIH,2,0,0,1.0,Phase 2,0,2017.0,0,1,0,0,0,0,0,0,0,1,0,3004
NCT03221426,0,0,0,0,0,0,2023-07-26,2024-07-26,,Merck Sharp & Dohme Corp.,Industry,1,0,0,3.0,Phase 3,0,2017.0,0,1,1,0,0,0,0,0,1,1,0,2145
NCT03223350,0,0,0,0,0,0,2019-08-05,2020-08-05,,Henry Ford Health System,Other,0,0,0,1.0,Phase 2,0,2017.0,1,1,0,0,0,0,0,0,0,1,0,151
NCT03223883,0,0,0,0,0,0,2022-12-31,2023-12-31,,Diana Jalal,Other,0,0,0,1.0,Phase 2,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,2
NCT03224234,0,0,0,0,0,0,2019-09-30,2020-09-30,,Emory University,Other,0,0,0,5.0,,0,2017.0,0,0,0,1,0,0,0,0,0,1,0,947
NCT03225612,1,0,0,0,1,0,2018-06-30,2019-06-30,,"Mitralign, Inc.",Industry,1,1,0,5.0,,0,2017.0,0,0,0,1,0,0,0,0,2,1,0,4
NCT03229200,0,0,0,0,0,0,2027-07-02,2028-07-02,,Pharmacyclics Switzerland GmbH,Industry,1,0,0,4.0,Phase 4,0,2017.0,0,1,0,0,0,0,0,0,1,1,0,2
NCT03230864,0,0,0,0,0,0,2019-02-05,2020-02-05,,H. Lundbeck A/S,Industry,1,0,0,3.0,Phase 3,1,2017.0,1,1,0,0,0,0,0,0,1,1,0,152
NCT03231306,0,0,0,0,0,0,2019-10-31,2020-10-31,,University of Alabama at Birmingham,Other,0,1,0,1.0,Phase 2,0,2017.0,0,1,0,0,0,0,0,0,0,1,0,801
NCT03232138,0,0,0,0,0,0,2021-09-30,2022-09-30,,"Jian-Min Yuan, MD",Other,0,0,1,1.0,Phase 2,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,1
NCT03233230,0,0,0,0,0,0,2019-10-15,2020-10-15,,"EMD Serono Research & Development Institute, Inc.",Industry,1,1,0,1.0,Phase 2,0,2017.0,0,1,0,0,0,0,0,0,1,1,0,42
NCT03234595,0,0,0,0,0,0,2020-12-30,2021-12-30,,"Everfront Biotech Co., Ltd.",Industry,1,0,0,0.0,Phase 1/Phase 2,0,2017.0,0,1,0,0,0,0,0,0,2,1,0,2
NCT03235154,0,0,0,0,0,0,2019-08-31,2020-08-31,,Community Research Initiative of New England,Other,0,1,0,4.0,Phase 4,0,2017.0,0,1,0,0,0,0,0,0,0,1,0,10
NCT03237286,0,0,0,0,0,0,2022-10-31,2023-10-31,,Rebecca Price,Other,0,0,1,0.0,Phase 1/Phase 2,0,2017.0,0,1,0,0,0,0,0,0,0,1,0,1
NCT03238781,0,0,0,0,0,0,2018-10-16,2019-10-16,,Amgen,Industry,1,0,0,1.0,Phase 2,0,2017.0,1,1,0,0,0,0,0,0,1,1,0,685
NCT03241459,0,0,0,0,0,0,2020-04-30,2021-04-30,,"SurModics, Inc.",Industry,1,0,0,5.0,,0,2017.0,0,0,0,1,0,0,0,0,1,1,0,4
NCT03242824,0,0,0,0,0,0,2019-12-01,2020-12-01,,Mayo Clinic,Other,0,0,0,1.0,Phase 2,0,2017.0,0,1,0,0,0,1,0,0,0,1,0,1898
NCT03244384,0,0,0,0,0,0,2025-06-01,2026-06-01,,National Cancer Institute (NCI),NIH,2,0,0,3.0,Phase 3,0,2017.0,0,0,1,0,0,0,0,0,0,1,0,3004
NCT03256526,1,1,0,1,0,0,2018-03-30,2019-03-30,2019-03-12,Pfizer,Industry,1,0,0,1.0,Phase 2,0,2017.0,1,1,0,0,0,0,0,0,0,1,0,2856
NCT03257631,0,0,0,0,0,0,2018-11-23,2019-11-23,,Celgene,Industry,1,0,0,1.0,Phase 2,0,2017.0,0,1,0,0,0,0,0,0,1,1,0,306
NCT03258008,0,0,0,0,0,0,2019-06-30,2020-06-30,,M.D. Anderson Cancer Center,Other,0,1,0,1.0,Phase 2,0,2018.0,0,1,1,0,0,0,0,0,0,1,0,2066
NCT03259295,0,0,0,0,0,0,2019-10-31,2020-10-31,,University of Florida,Other,0,0,0,5.0,,0,2017.0,0,0,0,1,0,0,0,0,0,1,0,849
NCT03259425,0,0,0,0,0,0,2018-09-21,2019-09-21,,University of Utah,Other,0,1,0,1.0,Phase 2,0,2017.0,0,1,0,0,0,0,0,0,0,1,0,578
NCT03261453,0,0,0,0,0,0,2019-05-01,2020-05-01,,Allurion Technologies,Industry,1,0,0,5.0,,0,2018.0,1,0,0,1,0,0,0,0,0,1,0,2
NCT03267212,1,0,0,0,1,0,2018-07-14,2019-07-14,,Spaulding Rehabilitation Hospital,Other,0,0,0,5.0,,0,2017.0,1,0,0,1,0,0,0,0,0,1,0,69
NCT03268057,0,0,0,0,0,0,2020-05-01,2021-05-01,,Vaccinex Inc.,Industry,1,0,0,0.0,Phase 1/Phase 2,0,2017.0,0,1,0,0,0,0,0,0,0,1,0,4
NCT03268837,0,0,0,0,0,0,2019-10-31,2020-10-31,,Lawson Health Research Institute,Other,0,0,0,5.0,,0,2017.0,0,0,0,1,0,0,0,0,2,1,0,468
NCT03269643,1,0,0,0,1,0,2017-11-24,2018-11-24,,Darma Inc.,Industry,1,0,0,5.0,,0,2017.0,1,0,0,1,0,0,0,0,0,1,0,4
NCT03270657,0,0,0,0,0,0,2022-02-27,2023-02-27,,"Dennis Turner, M.D.",Other,0,0,1,5.0,,0,2018.0,0,0,0,1,0,0,0,0,0,1,0,2
NCT03271021,1,0,0,0,1,0,2018-09-04,2019-09-04,,Foamix Ltd.,Industry,1,0,0,3.0,Phase 3,0,2017.0,1,1,0,0,0,0,0,0,0,1,0,16
NCT03274856,0,0,0,0,0,0,2019-06-12,2020-06-12,,GLWL Research Inc.,Other,0,0,0,1.0,Phase 2,0,2018.0,1,1,0,0,0,0,0,0,1,1,0,2
NCT03275350,0,0,0,0,0,0,2019-11-30,2020-11-30,,Oregon Health and Science University,Other,0,0,1,2.0,Phase 2/Phase 3,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,475
NCT03275922,0,0,0,0,0,0,2020-04-30,2021-04-30,,"Impax Laboratories, LLC",Industry,1,1,0,3.0,Phase 3,0,2017.0,0,1,0,0,0,0,0,0,0,1,0,17
NCT03276871,0,0,0,0,0,0,2019-09-30,2020-09-30,,The Cleveland Clinic,Other,0,0,0,5.0,,0,2017.0,0,0,0,1,0,0,0,0,0,1,0,581
NCT03281577,0,0,0,0,0,0,2019-07-12,2020-07-12,,Takeda,Industry,1,0,0,1.0,Phase 2,0,2018.0,1,1,0,0,0,0,0,0,0,1,0,650
NCT03282240,0,0,0,0,0,0,2017-11-02,2018-11-02,,"Sanofi Pasteur, a Sanofi Company",Industry,1,0,0,3.0,Phase 3,0,2017.0,1,0,1,0,0,0,0,0,0,1,0,285
NCT03283371,0,0,0,0,0,0,2020-01-16,2021-01-16,,Biogen,Industry,1,0,0,1.0,Phase 2,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,324
NCT03287245,0,0,0,0,0,0,2019-11-08,2020-11-08,,Hoffmann-La Roche,Industry,1,0,0,1.0,Phase 2,0,2018.0,0,1,0,0,0,0,0,0,1,1,0,1731
NCT03289858,0,0,0,0,0,0,2019-01-01,2020-01-01,,"University of Massachusetts, Worcester",Other,0,0,0,4.0,Phase 4,0,2017.0,1,1,0,0,0,0,0,0,0,1,0,163
NCT03290027,1,0,0,0,1,0,2018-04-19,2019-04-19,,Dr. Reddy's Laboratories Limited,Industry,1,0,0,3.0,Phase 3,0,2017.0,1,1,0,0,0,0,0,0,0,1,0,212
NCT03290326,0,0,0,0,0,0,2019-05-14,2020-05-14,,Beth Israel Deaconess Medical Center,Other,0,0,0,5.0,,0,2017.0,1,0,0,1,0,0,0,0,0,1,0,377
NCT03294863,0,0,0,0,0,0,2028-03-31,2029-03-31,,"University of California, Davis",Other,0,0,0,5.0,,0,2017.0,0,0,0,1,0,0,0,0,0,1,0,530
NCT03296813,0,0,0,0,0,0,2022-08-14,2023-08-14,,Duke University,Other,0,0,1,3.0,Phase 3,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,1342
NCT03298113,1,0,1,1,0,0,2018-07-10,2019-07-10,2019-07-08,3M,Industry,1,0,0,5.0,,1,2017.0,1,0,0,1,0,0,0,0,2,1,0,56
NCT03300609,0,0,0,0,0,0,2022-02-27,2023-02-27,,University of Southern California,Other,0,1,1,3.0,Phase 3,0,2018.0,0,1,1,0,0,0,0,0,0,1,0,483
NCT03301350,0,0,0,0,0,0,2022-10-31,2023-10-31,,"University of Wisconsin, Madison",Other,0,0,1,1.0,Phase 2,0,2017.0,0,1,0,0,0,0,0,0,0,1,0,715
NCT03301597,0,0,0,0,0,0,2019-03-18,2020-03-18,,"Nohla Therapeutics, Inc.",Industry,1,0,0,1.0,Phase 2,1,2018.0,1,1,1,0,0,0,0,0,1,1,0,6
NCT03302858,0,0,0,0,0,0,2019-10-31,2020-10-31,,Stephen E. Goldstone,Other,0,0,0,1.0,Phase 2,0,2017.0,0,0,0,1,0,0,0,0,0,1,0,1
NCT03303170,1,0,0,0,1,0,2018-04-10,2019-04-10,,"Sebacia, Inc.",Industry,1,0,0,5.0,,0,2017.0,1,0,0,1,0,0,0,0,0,1,0,5
NCT03306264,0,0,0,0,0,0,2019-06-30,2020-06-30,,Astex Pharmaceuticals,Other,0,0,0,3.0,Phase 3,0,2018.0,0,1,0,0,0,0,0,0,1,1,0,38
NCT03308578,0,0,0,0,0,0,2022-10-01,2023-10-01,,Mayo Clinic,Other,0,0,1,0.0,Phase 1/Phase 2,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,1898
NCT03310632,0,0,0,0,0,0,2020-08-27,2021-08-27,,Golden Biotechnology Corporation,Industry,1,1,0,0.0,Phase 1/Phase 2,0,2017.0,0,1,0,0,0,0,0,0,1,1,0,9
NCT03310957,0,0,0,0,0,0,2020-05-31,2021-05-31,,"Seattle Genetics, Inc.",Industry,1,1,0,0.0,Phase 1/Phase 2,0,2018.0,0,1,0,0,0,0,0,0,1,1,0,77
NCT03311906,1,0,0,0,1,0,2017-08-15,2018-08-15,,Riyadh Colleges of Dentistry and Pharmacy,Other,0,0,0,4.0,Phase 4,0,2017.0,1,1,0,0,0,0,0,0,2,1,0,26
NCT03313323,0,0,0,0,0,0,2021-02-16,2022-02-16,,VU University Medical Center,Other,0,1,0,1.0,Phase 2,0,2017.0,0,0,1,0,0,0,0,0,2,1,0,159
NCT03315130,0,0,0,0,0,0,2018-12-10,2019-12-10,,Ra Pharmaceuticals,Industry,1,0,0,1.0,Phase 2,0,2017.0,0,1,0,0,0,0,0,0,1,1,0,5
NCT03315975,0,0,0,0,0,0,2019-12-30,2020-12-30,,University of Pennsylvania,Other,0,0,0,4.0,Phase 4,0,2017.0,0,0,1,0,0,0,0,0,0,1,0,1052
NCT03316118,0,0,0,0,0,0,2019-10-05,2020-10-05,,Northwestern University,Other,0,0,0,4.0,Phase 4,0,2017.0,0,1,0,0,0,0,0,0,0,1,0,925
NCT03316872,0,0,0,0,0,0,2021-04-02,2022-04-02,,"University Health Network, Toronto",Other,0,0,0,1.0,Phase 2,0,2018.0,0,1,0,0,0,1,0,0,2,1,0,931
NCT03317158,0,0,0,0,0,0,2020-09-01,2021-09-01,,"Noah Hahn, M.D.",Other,0,1,0,0.0,Phase 1/Phase 2,0,2017.0,0,1,1,0,0,1,0,0,0,1,0,5
NCT03317899,0,0,0,0,0,0,2021-06-30,2022-06-30,,Sidney Kimmel Cancer Center at Thomas Jefferson University,Other,0,0,0,1.0,Phase 2,0,2017.0,0,1,0,0,0,0,0,0,0,1,0,162
NCT03318497,0,0,0,0,0,0,2019-12-31,2020-12-31,,Rathan Subramaniam,Other,0,0,0,1.0,Phase 2,0,2017.0,0,1,0,0,0,0,0,0,0,1,0,2
NCT03318796,0,0,0,0,0,0,2019-12-30,2020-12-30,,"Tryton Medical, Inc.",Industry,1,0,0,5.0,,0,2018.0,0,0,0,1,0,0,0,0,0,1,0,3
NCT03319134,0,0,0,0,0,0,2018-09-17,2019-09-17,,The University of Texas at Dallas,Other,0,0,0,5.0,,0,2017.0,1,0,0,1,0,0,0,0,0,1,0,29
NCT03319810,1,1,0,1,0,0,2018-07-19,2019-07-19,2019-03-22,Sutter Health,Other,0,0,0,1.0,Phase 2,0,2018.0,1,0,1,0,0,0,0,0,0,1,0,6
NCT03321630,0,0,0,0,0,0,2019-07-31,2020-07-31,,NYU Langone Health,Other,0,0,0,1.0,Phase 2,0,2017.0,0,1,0,0,0,0,0,0,0,1,0,869
NCT03321721,0,0,0,0,0,0,2019-05-31,2020-05-31,,St. Louis University,Other,0,0,0,5.0,,1,2014.0,1,0,0,0,0,0,0,0,0,0,1,126
NCT03322137,0,0,0,0,0,0,2018-09-10,2019-09-10,,Sienna Biopharmaceuticals,Industry,1,0,0,1.0,Phase 2,0,2017.0,1,1,0,0,0,0,0,0,0,1,0,2
NCT03324607,0,0,0,0,0,0,2020-03-31,2021-03-31,,Bastiaan Driehuys,Other,0,0,0,2.0,Phase 2/Phase 3,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,6
NCT03325673,0,0,0,0,0,0,2018-11-29,2019-11-29,,Allergan,Industry,1,0,0,5.0,,0,2017.0,1,0,0,1,0,0,0,0,2,1,0,495
NCT03325816,0,0,0,0,0,0,2019-12-31,2020-12-31,,Giuseppe Giaccone,Other,0,1,0,0.0,Phase 1/Phase 2,0,2017.0,0,1,0,0,0,1,0,0,0,1,0,3
NCT03326141,0,0,0,0,0,0,2021-05-01,2022-05-01,,University of Minnesota - Clinical and Translational Science Institute,Other,0,0,1,5.0,,0,2017.0,0,0,0,1,0,0,0,0,0,1,0,749
NCT03326869,0,0,0,0,0,0,2020-04-30,2021-04-30,,Eye Center of North Florida,Other,0,0,0,4.0,Phase 4,0,2017.0,0,0,0,1,0,0,0,0,0,1,0,2
NCT03331666,0,0,0,0,0,0,2021-07-01,2022-07-01,,Columbia University,Other,0,1,0,4.0,Phase 4,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,675
NCT03332303,0,0,0,0,0,0,2018-03-15,2019-03-15,,Prasco LLC,Industry,1,0,0,3.0,Phase 3,0,2017.0,1,1,0,0,0,0,0,0,0,1,0,1
NCT03333317,0,0,0,0,0,0,2018-03-23,2019-03-23,,"Janssen Research & Development, LLC",Industry,1,0,0,1.0,Phase 2,1,2017.0,1,1,0,0,0,0,0,0,1,1,0,558
NCT03333616,0,0,0,0,0,0,2021-05-31,2022-05-31,,Dana-Farber Cancer Institute,Other,0,1,0,1.0,Phase 2,0,2017.0,0,1,0,0,0,0,0,0,0,1,0,647
NCT03334214,0,0,0,0,0,0,2018-11-28,2019-11-28,,"Ionis Pharmaceuticals, Inc.",Industry,1,0,0,1.0,Phase 2,0,2017.0,1,1,0,0,0,0,0,0,2,1,0,69
NCT03334435,0,0,0,0,0,0,2021-09-02,2022-09-02,,Eli Lilly and Company,Industry,1,1,0,3.0,Phase 3,0,2018.0,0,1,0,0,0,0,0,0,2,1,0,1512
NCT03336216,0,0,0,0,0,0,2020-12-14,2021-12-14,,Bristol-Myers Squibb,Industry,1,0,0,1.0,Phase 2,0,2017.0,0,1,1,0,0,0,0,0,1,1,0,1104
NCT03337698,0,0,0,0,0,0,2022-02-02,2023-02-02,,Hoffmann-La Roche,Industry,1,0,0,0.0,Phase 1/Phase 2,0,2018.0,0,1,0,0,0,0,0,0,1,1,0,1731
NCT03338062,0,0,0,0,0,0,2019-09-02,2020-09-02,,Indiana University,Other,0,0,0,5.0,,0,2017.0,0,0,0,0,1,0,0,0,0,1,0,497
NCT03338673,0,0,0,0,0,0,2020-01-31,2021-01-31,,University of Michigan,Other,0,0,0,5.0,,0,2018.0,0,0,0,1,0,0,0,0,0,1,0,934
NCT03339401,0,0,0,0,0,0,2019-05-10,2020-05-10,,Chimerix,Industry,1,0,0,1.0,Phase 2,1,2017.0,1,1,0,0,0,0,0,0,1,1,0,16
NCT03340350,1,0,0,0,1,0,2018-06-01,2019-06-01,,Sriram Ramaswamy,U.S. Fed,2,0,0,4.0,Phase 4,0,2017.0,1,1,0,0,0,0,0,0,0,1,0,1
NCT03340792,0,0,0,0,0,0,2019-10-31,2020-10-31,,China Medical University Hospital,Other,0,0,0,5.0,,0,2017.0,0,0,0,1,0,0,0,0,2,1,0,211
NCT03342898,0,0,0,0,0,0,2018-05-29,2019-05-29,,Takeda,Industry,1,0,0,3.0,Phase 3,0,2018.0,1,0,1,0,0,0,0,0,0,1,0,650
NCT03345108,1,1,0,1,0,0,2017-12-15,2018-12-15,2018-12-14,GlaxoSmithKline,Industry,1,0,0,5.0,,0,2017.0,1,0,0,1,0,0,0,0,0,1,0,3276
NCT03345693,0,0,0,0,0,0,2020-07-31,2021-07-31,,Johns Hopkins University,Other,0,0,0,5.0,,0,2017.0,0,0,0,1,0,0,0,0,0,1,0,1143
NCT03350750,0,0,0,0,0,0,2020-11-30,2021-11-30,,Johns Hopkins University,Other,0,0,0,5.0,,0,2018.0,0,0,0,1,0,0,0,0,1,1,0,1143
NCT03351049,0,0,0,0,0,0,2021-06-01,2022-06-01,,David Brienza,Other,0,0,0,5.0,,0,2018.0,0,0,0,1,0,0,0,0,0,1,0,2
NCT03351608,0,0,0,0,0,0,2020-07-22,2021-07-22,,Merck Sharp & Dohme Corp.,Industry,1,0,0,4.0,Phase 4,0,2018.0,0,1,0,0,0,0,0,0,1,1,0,2145
NCT03351998,0,0,0,0,0,0,2022-07-01,2023-07-01,,University of Kansas Medical Center,Other,0,0,1,4.0,Phase 4,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,219
NCT03352427,0,0,0,0,0,0,2023-12-31,2024-12-31,,University of Michigan Rogel Cancer Center,Other,0,0,0,1.0,Phase 2,0,2017.0,0,1,0,0,0,0,0,0,0,1,0,213
NCT03352609,0,0,0,0,0,0,2018-12-12,2019-12-12,,Medical University of South Carolina,Other,0,0,0,5.0,,1,2018.0,1,0,0,1,0,0,0,0,0,1,0,511
NCT03353597,0,0,0,0,0,0,2020-06-15,2021-06-15,,Chandra Duggirala,Industry,1,0,0,0.0,Phase 1/Phase 2,0,2018.0,0,0,1,0,0,0,0,0,0,1,0,1
NCT03353896,0,0,0,0,0,0,2020-12-15,2021-12-15,,University of Southern California,Other,0,1,1,5.0,,0,2017.0,0,0,0,1,0,0,0,0,0,1,0,483
NCT03355560,0,0,0,0,0,0,2020-05-31,2021-05-31,,Trisha Wise-Draper,Other,0,1,0,1.0,Phase 2,0,2017.0,0,1,0,0,0,0,0,0,0,1,0,3
NCT03357731,0,0,0,0,0,0,2019-05-10,2020-05-10,,Bristol-Myers Squibb,Industry,1,0,0,1.0,Phase 2,0,2017.0,1,1,0,0,0,0,0,0,1,1,0,1104
NCT03360721,0,0,0,0,0,0,2019-10-31,2020-10-31,,M.D. Anderson Cancer Center,Other,0,1,0,1.0,Phase 2,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,2066
NCT03361228,0,0,0,0,0,0,2019-03-28,2020-03-28,,Incyte Corporation,Industry,1,0,0,0.0,Phase 1/Phase 2,0,2018.0,1,1,0,0,0,0,0,0,0,1,0,143
NCT03361306,0,0,0,0,0,0,2020-12-31,2021-12-31,,"Saad Z. Usmani, MD",Other,0,1,0,1.0,Phase 2,0,2017.0,0,1,0,0,0,0,0,0,0,1,0,2
NCT03363763,0,0,0,0,0,0,2018-10-31,2019-10-31,,"Aucta Pharmaceuticals, Inc",Industry,1,0,0,1.0,Phase 2,0,2017.0,1,1,0,0,0,0,0,0,0,1,0,2
NCT03364608,1,1,0,1,0,0,2018-03-30,2019-03-30,2019-03-29,AstraZeneca,Industry,1,0,0,1.0,Phase 2,0,2017.0,1,1,0,0,0,0,0,0,0,1,0,2450
NCT03366220,0,0,0,0,0,0,2019-03-26,2020-03-26,,"The University of Texas Health Science Center, Houston",Other,0,0,0,1.0,Phase 2,0,2018.0,1,1,0,0,0,0,0,0,0,1,0,490
NCT03367429,0,0,0,0,0,0,2020-10-31,2021-10-31,,Weill Medical College of Cornell University,Other,0,1,0,4.0,Phase 4,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,586
NCT03367572,0,0,0,0,0,0,2022-12-01,2023-12-01,,Gary Morrow,Other,0,0,1,3.0,Phase 3,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,23
NCT03368742,0,0,0,0,0,0,2020-03-31,2021-03-31,,"Solid Biosciences, LLC",Industry,1,0,0,0.0,Phase 1/Phase 2,0,2017.0,0,0,0,0,0,0,0,1,0,1,0,1
NCT03368937,1,1,0,1,0,1,2017-12-11,2018-12-11,2019-02-01,University of Virginia,Other,0,1,1,5.0,,0,2017.0,1,0,0,1,0,0,0,0,0,1,0,402
NCT03370510,0,0,0,0,0,0,2021-01-31,2022-01-31,,Yale University,Other,0,0,0,1.0,Phase 2,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,1053
NCT03371719,0,0,0,0,0,0,2024-02-16,2025-02-16,,NRG Oncology,Other,0,0,1,1.0,Phase 2,0,2018.0,0,1,0,0,0,1,0,0,1,1,0,27
NCT03376659,0,0,0,0,0,0,2021-12-31,2022-12-31,,Georgetown University,Other,0,1,1,0.0,Phase 1/Phase 2,0,2018.0,0,1,1,0,0,0,0,0,0,1,0,214
NCT03377361,0,0,0,0,0,0,2021-09-21,2022-09-21,,Bristol-Myers Squibb,Industry,1,1,0,0.0,Phase 1/Phase 2,0,2018.0,0,1,1,0,0,0,0,0,1,1,0,1104
NCT03377595,0,0,0,0,0,0,2020-06-30,2021-06-30,,University of Minnesota - Clinical and Translational Science Institute,Other,0,0,0,4.0,Phase 4,0,2019.0,0,1,0,0,0,0,0,0,0,1,0,749
NCT03383419,0,0,0,0,0,0,2020-03-30,2021-03-30,,Baylor Research Institute,Other,0,0,0,1.0,Phase 2,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,131
NCT03384654,0,0,0,0,0,0,2020-10-05,2021-10-05,,"Janssen Research & Development, LLC",Industry,1,0,0,1.0,Phase 2,0,2018.0,0,1,1,0,0,0,0,0,1,1,0,558
NCT03385564,0,0,0,0,0,0,2022-03-29,2023-03-29,,Boehringer Ingelheim,Industry,1,0,0,1.0,Phase 2,0,2018.0,0,1,0,0,0,0,0,0,1,1,0,1852
NCT03389555,0,0,0,0,0,0,2019-12-30,2020-12-30,,Beth Israel Deaconess Medical Center,Other,0,0,0,2.0,Phase 2/Phase 3,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,377
NCT03390296,0,0,0,0,0,0,2023-12-29,2024-12-29,,M.D. Anderson Cancer Center,Other,0,0,1,0.0,Phase 1/Phase 2,0,2017.0,0,1,1,0,0,0,0,0,0,1,0,2066
NCT03390907,0,0,0,0,0,0,2019-12-01,2020-12-01,,Milton S. Hershey Medical Center,Other,0,0,0,5.0,,0,2018.0,0,0,0,1,0,0,0,0,0,1,0,334
NCT03394404,0,0,0,0,0,0,2019-12-31,2020-12-31,,Barts & The London NHS Trust,Other,0,0,0,5.0,,0,2018.0,0,0,0,1,0,0,0,0,2,1,0,76
NCT03395704,0,0,0,0,0,0,2019-09-30,2020-09-30,,La Jolla Pharmaceutical Company,Industry,1,1,0,1.0,Phase 2,0,2017.0,0,1,0,0,0,0,0,0,1,1,0,18
NCT03396809,1,0,0,0,1,0,2018-07-07,2019-07-07,,University of New Mexico,Other,0,0,0,5.0,,0,2017.0,1,0,0,1,0,0,0,0,0,1,0,200
NCT03396913,1,0,0,0,1,0,2018-08-15,2019-08-15,,Lumenis Ltd.,Industry,1,0,0,5.0,,0,2018.0,1,0,0,1,0,0,0,0,0,1,0,16
NCT03397966,0,0,0,0,0,0,2023-01-02,2024-01-02,,VA Office of Research and Development,U.S. Fed,2,0,0,4.0,Phase 4,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,1012
NCT03400826,0,0,0,0,0,0,2024-01-01,2025-01-01,,Johns Hopkins University,Other,0,0,1,1.0,Phase 2,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,1143
NCT03401073,0,0,0,0,0,0,2020-06-01,2021-06-01,,Beth Israel Deaconess Medical Center,Other,0,0,0,1.0,Phase 2,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,377
NCT03404960,0,0,0,0,0,0,2021-01-31,2022-01-31,,University of Pennsylvania,Other,0,1,0,0.0,Phase 1/Phase 2,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,1052
NCT03410108,0,0,0,0,0,0,2020-08-13,2021-08-13,,Takeda,Industry,1,0,0,1.0,Phase 2,0,2018.0,0,1,0,0,0,0,0,0,2,1,0,650
NCT03417505,0,0,0,0,0,0,2019-01-04,2020-01-04,,Tangible Science,Industry,1,0,0,5.0,,0,2018.0,1,0,0,1,0,0,0,0,0,1,0,1
NCT03418727,1,0,0,0,1,0,2018-03-29,2019-03-29,,Ocugen,Industry,1,0,0,1.0,Phase 2,0,2017.0,1,1,0,0,0,0,0,0,0,1,0,3
NCT03419897,0,0,0,0,0,0,2021-03-31,2022-03-31,,BeiGene,Industry,1,0,0,1.0,Phase 2,0,2018.0,0,1,0,0,0,0,0,0,2,1,0,57
NCT03421379,1,0,1,1,0,0,2018-08-20,2019-08-20,2019-08-14,Eli Lilly and Company,Industry,1,0,0,3.0,Phase 3,0,2018.0,1,1,0,0,0,0,0,0,2,1,0,1512
NCT03422653,0,0,0,0,0,0,2019-04-06,2020-04-06,,"Cara Therapeutics, Inc.",Industry,1,0,0,3.0,Phase 3,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,17
NCT03427268,0,0,0,0,0,0,2019-10-31,2020-10-31,,PharmaMar,Industry,1,0,0,1.0,Phase 2,0,2018.0,0,1,0,0,0,0,0,0,1,1,0,36
NCT03428126,0,0,0,0,0,0,2019-11-30,2020-11-30,,M.D. Anderson Cancer Center,Other,0,1,0,1.0,Phase 2,0,2018.0,0,1,0,0,0,0,0,0,0,1,0,2066
NCT03428360,0,0,0,0,0,0,2019-04-30,2020-04-30,,Aquestive Therapeutics,Industry,1,1,0,3.0,Phase 3,0,2018.0,1,1,0,0,0,0,0,0,0,1,0,6
NCT03429244,0,0,0,0,0,0,2021-10-31,2022-10-31,,Indiana University,Other,0,0,0,1.0,Phase 2,0,2019.0,0,0,0,0,1,0,0,0,0,1,0,497
